House_ID,House_Name,Location,BHK,Monthly_Rent,Area_sqft,Furnishing_Status,Floor_Type,Parking_Available,Distance_to_Metro_km,Amenities_Score,Listed_Date,Target_Tenant,Rating
580,Lake View Residency 39,hsr layout,1BHK,15337.26,,Semi-Furnished,Mid Rise,YES,8.05,6.8,27-05-2027,FAMILY,4.1
581,Metro View 13,Indiranagar,1bhk,6649.73,949.2,semi-furnished,Low Rise,yes,1.62,2.9,11-03-2026,FAMILY,3.4
582,Budget Homes 1,  Indiranagar  ,2BHK,25372.94,601.4,FURNISHED,HIGH RISE,no,8.25,9.8,13-01-2025,bachelor,1.1
583,Urban Heights 14,JP Nagar,3bhk,31747.94,1533,Unfurnished,ground floor,No,5.92,3.2,01-05-2025,Family,3.4
584,Urban Heights 46,Whitefield,2 BHK,7226.3,1202.3,Unfurnished,Low Rise,NO,6.33,8.4,25-01-2026,BACHELOR,4.5
585,Budget Homes 41,Koramangala,2bhk,21309.78,2148.3,Semi-Furnished,ground floor,No,7.12,1.6,19-May-27,Any,4.1
586,Royal Residency 46,Electronic City,3bhk,32321,479.6,semi-furnished,low rise,NO,4.22,9.8,16-02-2027,Bachelor,4.2
587,Lake View Residency 68,HSR Layout,3bhk,27295.25,2947.5,furnished,Low Rise,NO,6.97,4.3,01-Nov-25,any,2.5
588,Sunshine Residency 3,hsr layout,2 BHK,24112.85,2418.5,FURNISHED,Ground Floor,Yes,2.03,5.4,07-10-2026,bachelor,4.1
589,Budget Homes 62,hsr layout,2BHK,24935.08,1553.4,UNFURNISHED,GROUND FLOOR,no,5.72,4.1,01-09-2025,bachelor,2.3
590,Lake View Residency 24,btm layout,2BHK,20797.98,906,Unfurnished,Ground Floor,no,4.09,7.9,19-03-2026,Family,1.6
591,Budget Homes 9,JP NAGAR,2BHK,17487.03,1427.2,semi-furnished,High Rise,yes,8.04,5.2,12-12-2025,Bachelor,3.8
592,Lake View Residency 86,Marathahalli,4 BHK,43040.2,1595.2,Unfurnished,Mid Rise,Yes,8.72,8.5,17-12-2026,family,4.3
593,Royal Residency 51,Hebbal,3BHK,,2634.9,Furnished,low rise,Yes,2.57,3,11-Jul-26,bachelor,3.4
594,Metro View 2,Electronic City,3bhk,29820.91,1935.6,semi-furnished,low rise,no,0.27,5.8,16-05-2025,BACHELOR,4.8
595,Budget Homes 79,Marathahalli,1 BHK,10506.34,889.9,Unfurnished,HIGH RISE,YES,,2.7,13-09-2026,Family,4.5
596,Urban Heights 83,BTM Layout,3bhk,36559.95,1995.2,furnished,ground floor,no,8.95,2.9,19-03-2027,bachelor,4.5
597,Sunshine Residency 49,WHITEFIELD,3 BHK,28831.43,1159.2,Furnished,ground floor,YES,8.09,4.7,07-01-2027,Family,1.2
598,Lake View Residency 78,JP Nagar,3BHK,41044.86,2193.8,semi-furnished,GROUND FLOOR,YES,7.6,4.9,19-01-2027,bachelor,3.8
599,Lake View Residency 68,electronic city,2bhk,23318.65,1012.6,FURNISHED,low rise,YES,2.69,8.2,21-01-2027,bachelor,2.8
600,Metro View 92,JP NAGAR,4 BHK,40836.01,2911.9,semi-furnished,HIGH RISE,Yes,6.98,7,25-04-2027,FAMILY,5
601,Metro View 96,  JP Nagar  ,1BHK,13773.84,1956.4,furnished,High Rise,NO,6.21 km,1,14-05-2026,any,1.3
602,Elite Apartments 5,Electronic City,2 BHK,20562.45,1375.3,Unfurnished,Low Rise,Yes,9.7,1.8,07-05-2026,Bachelor,4.1
603,Urban Heights 62,btm layout,2bhk,13598.55,1123.5,furnished,Low Rise,no,7.47,6.3,28-12-2026,FAMILY,1.2
604,Sunshine Residency 66,HSR Layout,3BHK,32422.11,842.7,Furnished,HIGH RISE,NO,8.53,6.7,18-04-2025,Any,3.7
605,Sunshine Residency 11,HSR Layout,2 BHK,21964.55,1276.1,Semi-Furnished,low rise,yes,1.82,9.3,16-Oct-25,family,4.8
606,Comfort Villa 29,Indiranagar,4 BHK,,1527.9,FURNISHED,HIGH RISE,No,1.65,7.1,01-02-2025,Any,3
607,Royal Residency 80,jayanagar,3bhk,34013.07,611.4,Unfurnished,Low Rise,no,8.94,8.7,12-03-2025,BACHELOR,1.3
608,Elite Apartments 27,indiranagar,4 BHK,38482.25,2822.1,semi-furnished,Ground Floor,YES,5.5,,08-08-2026,Family,2.8
609,Urban Heights 7,Whitefield,2bhk,17007.02,670.7,Unfurnished,HIGH RISE,yes,4.49,6.6,05-02-2025,Any,8.5
610,Lake View Residency 86,Electronic City,4 BHK,36705.06,2366.3,Unfurnished,GROUND FLOOR,No,3.9,1.5,27-Oct-25,Any,1.1
611,Urban Heights 57,indiranagar,1BHK,18600.19,1028.8,Furnished,HIGH RISE,YES,8.72,7.4,30-04-2027,family,4.1
612,Sunshine Residency 42,Hebbal,1BHK,16962.72,2252,semi-furnished,Ground Floor,yes,8.08,4.4,30-06-2027,FAMILY,1.6
613,Metro View 14,HSR Layout,1 BHK,15721.3,956.1,Furnished,Low Rise,Yes,1.05,8.2,22-Apr-26,bachelor,7.1
614,Budget Homes 24,KORAMANGALA,3bhk,26723.69,1718.2,Semi-Furnished,High Rise,Yes,8.78,9.6,19-May-26,Any,1.8
615,Lake View Residency 24,Electronic City,2 BHK,13737.02,2312.5,Furnished,High Rise,yes,9.48,1.7,14-11-2025,FAMILY,4.6
616,City Homes 72,electronic city,1 BHK,18096.13,1266.8,furnished,low rise,,5.87 km,4.4,27-04-2027,BACHELOR,2.3
617,City Homes 5,KORAMANGALA,3 BHK,27850.77,2434.9,UNFURNISHED,HIGH RISE,yes,9.57,4.8,01-11-2025,BACHELOR,1
618,Sunshine Residency 16,  Marathahalli  ,1 BHK,20294.31,1220.7,furnished,ground floor,no,6.73,8.1,08-Feb-25,family,4.9
619,Green Park Apartments 15,BTM Layout,2 BHK,28761.94,2518.4,semi-furnished,Mid Rise,NO,4.04,8.5,07-11-2026,Family,1.2
620,City Homes 76,BTM Layout,1BHK,10998.7,1028.9,Unfurnished,Mid Rise,Yes,3.47,5,03-10-2026,Any,1.1
621,Metro View 90,KORAMANGALA,3 BHK,34651.71,2508.4,unfurnished,ground floor,yes,,7.5,18-11-2025,any,2.6
622,Metro View 97,indiranagar,3BHK,40750.8,2517.6,Unfurnished,HIGH RISE,yes,2.01,3.9,17-08-2025,Family,3
623,Elite Apartments 54,Koramangala,1BHK,20034.92,2733,Semi-Furnished,ground floor,YES,3.94,3.4,05-Aug-26,BACHELOR,1.7
624,City Homes 73,JP NAGAR,1 BHK,15133.31,529,UNFURNISHED,High Rise,Yes,6.28,2.7,18-10-2026,Any,2.7
625,Royal Residency 61,Indiranagar,3BHK,,795.3,UNFURNISHED,ground floor,no,0.55,2.7,27-Apr-26,FAMILY,1.2
626,Comfort Villa 87,WHITEFIELD,3BHK,35385.22,594.8,Furnished,High Rise,No,7.93,2.2,08-11-2025,family,1.6
627,Lake View Residency 52,WHITEFIELD,3 BHK,35292.21,1677.2,Unfurnished,ground floor,YES,1.18,9.4,18-06-2027,Bachelor,3.6
628,Urban Heights 43,Whitefield,2bhk,22916.56,1485.9,FURNISHED,low rise,YES,2.89,6.4,20-04-2026,any,4.6
629,Comfort Villa 83,Whitefield,2bhk,19723.47,2666.3,UNFURNISHED,Ground Floor,no,4.9,8.5,03-01-2027,FAMILY,1.8
630,Comfort Villa 10,KORAMANGALA,1 BHK,15222.3,1967.8,semi-furnished,Mid Rise,no,3.39,7.4,04-04-2027,BACHELOR,
631,Sunshine Residency 75,JP Nagar,3 BHK,32529.92,1208.5,UNFURNISHED,HIGH RISE,yes,4.98,9.3,09-Jun-27,bachelor,8.1
632,Metro View 50,BTM Layout,2bhk,500000,782.5,Furnished,Mid Rise,No,6.47,2.7,27-May-27,bachelor,4.4
633,Lake View Residency 45,BTM Layout,3 BHK,27298.4,1862.6,UNFURNISHED,low rise,Yes,1.73,2.3,16-09-2026,bachelor,2.3
634,Budget Homes 60,Hebbal,4 BHK,45763.42,2369.1,FURNISHED,High Rise,No,6.17,8,29-07-2025,any,2.4
635,Lake View Residency 64,btm layout,1 BHK,17359.64,620.3,FURNISHED,GROUND FLOOR,No,8.5,3.4,06-Mar-25,Family,1.5
636,City Homes 44,jayanagar,2 BHK,25870.5,1857.9,Furnished,GROUND FLOOR,Yes,7.09 km,4.4,08-09-2025,BACHELOR,1.1
637,Green Park Apartments 56,Koramangala,4 BHK,49954.28,1274.6,Unfurnished,Ground Floor,NO,9.46,4.4,25-05-2025,any,2.9
638,Budget Homes 4,JP Nagar,4 BHK,36570.61,2033.8,Furnished,ground floor,No,9.77,5.3,05-05-2027,Family,1.5
639,City Homes 81,Electronic City,2bhk,19838.49,2134.2,Semi-Furnished,Low Rise,,1.47,2,09-11-2026,BACHELOR,2.5
640,Comfort Villa 70,jayanagar,1 BHK,24632.75,2377.9,Furnished,GROUND FLOOR,yes,6.57,9.2,01-Nov-25,Family,2.4
641,Royal Residency 15,jayanagar,2BHK,13858.42,2201.2,Furnished,GROUND FLOOR,Yes,6.3 km,2.8,07-08-2026,Bachelor,1.1
642,City Homes 27,Jayanagar,2BHK,24268.58,1428.9,furnished,HIGH RISE,NO,8,7.9,06-05-2026,family,3.7
643,Lake View Residency 39,JP NAGAR,4 BHK,45986.43,1110.9,furnished,HIGH RISE,NO,4.28,1.2,24-03-2027,Family,3.5
644,Comfort Villa 5,jayanagar,4 BHK,51794.81,1474,Semi-Furnished,HIGH RISE,Yes,8.02,1.4,04-Aug-25,family,4.7
645,Elite Apartments 3,electronic city,4 BHK,42898.75,1751.8,UNFURNISHED,Mid Rise,No,3.49,2.9,07-02-2027,family,3.6
646,Elite Apartments 68,Hebbal,3bhk,32399.16,2139.2,Unfurnished,High Rise,NO,,6.6,05-01-2025,Family,1.7
647,Royal Residency 63,jayanagar,3 BHK,38625.56,1114.1,semi-furnished,ground floor,NO,9.39,1.6,17-Jan-25,bachelor,3.7
648,Green Park Apartments 67,JP NAGAR,1 BHK,24168.44,1009.6,UNFURNISHED,High Rise,No,6.18,7.8,26-09-2025,Family,1.2
649,Green Park Apartments 62,indiranagar,1 BHK,15340.76,598.4,Semi-Furnished,High Rise,no,6.91,4.4,15-04-2025,Any,1.3
650,Green Park Apartments 94,KORAMANGALA,3bhk,36022.24,519,semi-furnished,Ground Floor,NO,9.65,3,18-06-2026,BACHELOR,2.5
651,Comfort Villa 63,WHITEFIELD,3 BHK,27233.47,565.1,unfurnished,Ground Floor,No,0.43,3.7,30-10-2025,bachelor,2.9
652,Royal Residency 46,BTM Layout,1BHK,16257.05,1174.4,Semi-Furnished,Ground Floor,No,9.84,6.5,23-09-2026,Family,2.4
653,Elite Apartments 55,hsr layout,3bhk,30737.67,,Unfurnished,HIGH RISE,No,6.54,5.8,27-05-2027,any,2
654,Lake View Residency 49,JP Nagar,1BHK,14718.13,1981.5,Furnished,ground floor,YES,6.8,2.4,11-05-2027,BACHELOR,3.6
655,Sunshine Residency 68,Whitefield,1 BHK,17945.27,831.9,unfurnished,Low Rise,NO,3.64,4,15-Dec-25,FAMILY,1.3
656,Budget Homes 59,JP NAGAR,2 BHK,23658.53,2857.8,UNFURNISHED,High Rise,Yes,6.46,3.8,15-10-2025,family,3.6
657,Sunshine Residency 54,JP Nagar,1 BHK,20577.88,778.3,Furnished,low rise,yes,9.41,4.8,19-03-2025,Bachelor,1.1
658,City Homes 28,JP Nagar,3 BHK,26830.03,2861.9,furnished,Low Rise,YES,3.7,8.3,22-01-2026,Any,1.6
659,Royal Residency 25,btm layout,1bhk,16410.38,2453.7,unfurnished,HIGH RISE,no,7.62,2.8,22-03-2027,family,1.7
660,Lake View Residency 44,Jayanagar,2BHK,15961.77,980,FURNISHED,HIGH RISE,no,7.49 km,9.9,29-09-2025,family,3.4
661,Elite Apartments 43,KORAMANGALA,1bhk,13599.74,,Furnished,low rise,NO,7.35 km,9,14-04-2027,FAMILY,4.9
662,Budget Homes 24,Indiranagar,3BHK,,2951,FURNISHED,HIGH RISE,No,9.86,9.5,31-01-2025,Family,3.2
663,City Homes 69,hsr layout,3 BHK,24076.76,2773.8,FURNISHED,High Rise,YES,1.15,7.1,09-06-2026,any,2.2
664,Green Park Apartments 31,Whitefield,1bhk,7772.33,1728.5,Semi-Furnished,Mid Rise,No,6.88,5.7,15-10-2025,Family,4.4
665,Urban Heights 81,WHITEFIELD,1BHK,16508.46,1994.1,UNFURNISHED,Low Rise,Yes,3.77,4.8,06-May-25,BACHELOR,1.6
666,Elite Apartments 31,indiranagar,4 BHK,47618.77,433.3,Unfurnished,Low Rise,Yes,6.7,7.3,22-08-2026,Family,4.7
667,Metro View 46,HSR Layout,3bhk,34646.49,740.3,UNFURNISHED,low rise,No,4.7,1,05-03-2027,family,3.4
668,Sunshine Residency 55,JP NAGAR,1 BHK,16989.47,756.9,furnished,Mid Rise,No,0.21,10,01-05-2025,FAMILY,1.1
669,Urban Heights 100,Electronic City,1BHK,7421.29,2295.3,semi-furnished,low rise,No,2.33,1.8,11-08-2025,Family,4.5
670,Elite Apartments 84,electronic city,2 BHK,22688.41,579.3,Semi-Furnished,HIGH RISE,NO,6.99,3.5,20-12-2025,any,3.7
671,Budget Homes 78,BTM Layout,1bhk,11690.88,1425,UNFURNISHED,Ground Floor,YES,4.59,3.9,04-12-2026,FAMILY,2.6
672,Budget Homes 87,jayanagar,2BHK,24369.76,1200.9,Semi-Furnished,low rise,yes,2.5,6.8,09-05-2026,family,5
673,Urban Heights 59,Hebbal,3 BHK,36447.34,1743.7,Unfurnished,Ground Floor,no,0.21,3.3,14-12-2025,BACHELOR,1.8
674,City Homes 48,KORAMANGALA,3 BHK,29203.67,1105.7,unfurnished,Low Rise,yes,4.1,5.9,20-02-2025,FAMILY,4
675,Comfort Villa 96,BTM Layout,2BHK,25677.27,2293,unfurnished,High Rise,yes,1.3,1.8,18-01-2025,Family,2.4
676,Metro View 96,JP Nagar,1BHK,9421.35,2554.1,Unfurnished,Ground Floor,YES,4.23,2.2,16-03-2025,Bachelor,1.7
677,Elite Apartments 8,btm layout,3bhk,33014.1,537.2,semi-furnished,GROUND FLOOR,NO,5.55,3.5,13-04-2027,family,1.6
678,Elite Apartments 99,Whitefield,1bhk,,2624.5,UNFURNISHED,HIGH RISE,Yes,0.56,2.3,20-08-2025,Bachelor,4.7
679,Budget Homes 48,HSR Layout,1bhk,13865.24,2194,unfurnished,Ground Floor,NO,3.54,2.3,08-12-2025,Any,3.3
680,Metro View 50,Hebbal,2BHK,15620.79,2937.4,furnished,High Rise,No,8.15,5.5,21-07-2025,Any,3.9
681,Royal Residency 13,electronic city,4 BHK,38158.52,824.7,semi-furnished,ground floor,no,9.42,3.2,29-May-25,any,4
682,Metro View 79,Hebbal,2 BHK,23604.33,881.8,Unfurnished,low rise,No,3.46,3.4,20-04-2027,bachelor,1.7
683,Comfort Villa 18,Electronic City,1bhk,11803.82,1999.1,semi-furnished,HIGH RISE,yes,0.34,8.7,21-10-2025,Bachelor,4.9
684,Sunshine Residency 31,Hebbal,1bhk,19066.33,1267.2,semi-furnished,HIGH RISE,No,1.34,3.1,19-09-2026,Any,4.8
685,Green Park Apartments 81,Whitefield,3bhk,30220,2862.9,semi-furnished,High Rise,no,,5.5,04-06-2027,FAMILY,1.4
686,Lake View Residency 83,Electronic City,1BHK,12778.94,1950.4,unfurnished,GROUND FLOOR,yes,6.58,6.4,23-03-2025,family,3.9
687,Sunshine Residency 91,KORAMANGALA,3bhk,30235.65,2097.5,Furnished,High Rise,Yes,5.9,8.4,27-03-2025,any,2.9
688,Sunshine Residency 71,btm layout,1BHK,12638.25,1506.4,Unfurnished,Mid Rise,NO,6.55,2.4,05-09-2025,Any,4.3
689,Elite Apartments 40,btm layout,1BHK,12118.57,1431.7,furnished,High Rise,no,2.19,9.1,12-12-2025,BACHELOR,4.3
690,Lake View Residency 89,Hebbal,4 BHK,,655.8,semi-furnished,ground floor,yes,6.61,3.9,21-09-2026,family,2.2
691,Urban Heights 58,Marathahalli,1bhk,16401.92,1585.5,FURNISHED,High Rise,yes,8.96,2.5,01-03-2027,Family,3.6
692,Green Park Apartments 83,Hebbal,3bhk,31805.57,1769.6,FURNISHED,ground floor,no,1.94 km,2.4,22-Jul-25,Family,4.7
693,Sunshine Residency 73,HSR Layout,1BHK,11789.73,2567.5,Unfurnished,HIGH RISE,No,1.33,9.5,30-08-2026,BACHELOR,3.7
694,City Homes 29,jayanagar,3BHK,32456.33,791,Furnished,ground floor,YES,7.01,5.8,21-03-2026,Family,2.5
695,Sunshine Residency 61,WHITEFIELD,1BHK,4436.97,-100,UNFURNISHED,low rise,no,5.71,5,05-03-2027,Any,1.5
696,Green Park Apartments 35,BTM Layout,3BHK,36472.82,893.5,Semi-Furnished,Low Rise,Yes,5.21,1.5,10-Feb-26,family,1
697,Lake View Residency 43,  BTM Layout  ,3BHK,30695.61,1886.2,Unfurnished,High Rise,YES,4.87,8,28-01-2025,FAMILY,3.3
698,Comfort Villa 40,WHITEFIELD,3 BHK,27697.39,2021.6,unfurnished,GROUND FLOOR,Yes,1.73,8,31-12-2026,bachelor,2
699,City Homes 35,hsr layout,3bhk,29837.33,1013,semi-furnished,HIGH RISE,NO,4.35,4.5,26-Jul-26,BACHELOR,3.3
700,Royal Residency 54,jayanagar,4 BHK,47184.78,2041.3,Unfurnished,low rise,Yes,5.15,5.6,03-10-2026,Family,1
701,Urban Heights 68,hsr layout,4 BHK,42161.37,807,unfurnished,low rise,Yes,1.82,8.4,14-03-2027,BACHELOR,
702,Urban Heights 8,Whitefield,1BHK,12654.54,1811,Semi-Furnished,HIGH RISE,no,9.22,9.6,30-Jan-26,FAMILY,
703,Urban Heights 14,BTM Layout,2 BHK,28910.19,726.4,UNFURNISHED,High Rise,yes,2.69,4.2,06-11-2025,Any,1.5
704,Budget Homes 29,Jayanagar,2 BHK,19764.44,2519.6,Semi-Furnished,low rise,YES,3.63,5,27-04-2025,FAMILY,2.5
705,City Homes 67,JP Nagar,2 BHK,19652.86,663.8,Unfurnished,ground floor,Yes,1.38,6.5,09-04-2026,FAMILY,1.9
706,Urban Heights 47,HSR Layout,4 BHK,44389.77,,furnished,Low Rise,Yes,5.38,4.8,14-04-2026,Bachelor,3.4
707,Royal Residency 7,Marathahalli,2bhk,34222.2,2836.9,Semi-Furnished,ground floor,yes,4.2,4,20-08-2025,FAMILY,3.3
708,Sunshine Residency 68,  Hebbal  ,1 BHK,20880.52,956.7,Unfurnished,Ground Floor,NO,5.68,2.7,10-09-2026,BACHELOR,1.4
709,Green Park Apartments 34,Electronic City,1 BHK,13332.43,2453.1,unfurnished,GROUND FLOOR,YES,4.64,3.8,26-03-2025,family,3.2
710,Green Park Apartments 74,KORAMANGALA,1 BHK,15115.52,769.4,FURNISHED,HIGH RISE,YES,1.06,3,16-12-2025,Family,1.9
711,Urban Heights 95,KORAMANGALA,2BHK,31319.61,938.8,furnished,Ground Floor,No,1.61,4.6,25-02-2026,FAMILY,3
712,Elite Apartments 69,Whitefield,4 BHK,47736.71,1621.1,furnished,Ground Floor,no,8.97,1.8,22-03-2027,Family,3.1
713,Elite Apartments 94,Hebbal,2bhk,24460.23,2571.6,UNFURNISHED,Ground Floor,NO,9.74,5.7,23-12-2026,family,4
714,Metro View 35,  hsr layout  ,1bhk,12858.19,1726.5,UNFURNISHED,ground floor,yes,3.13,9.5,25-02-2027,BACHELOR,1.4
715,Metro View 71,btm layout,3BHK,30332.18,1241.8,furnished,GROUND FLOOR,No,7.94,4.7,13-02-2027,Family,1.8
716,Elite Apartments 39,JP Nagar,2bhk,20988.96,2178.4,Unfurnished,Low Rise,No,6.72,8.7,01-04-2027,family,4.7
717,City Homes 100,KORAMANGALA,2 BHK,19901.08,834.4,Semi-Furnished,Ground Floor,Yes,5.95,2.8,07-03-2025,bachelor,4.7
718,Sunshine Residency 13,Whitefield,2BHK,22569.82,2231.6,furnished,Low Rise,NO,4.64,1.6,28-11-2025,family,1.4
719,Royal Residency 89,btm layout,1bhk,6590.01,985,Semi-Furnished,Mid Rise,Yes,4.18,4.1,12-03-2027,family,3.7
720,Sunshine Residency 3,WHITEFIELD,3bhk,28354.84,2547.5,unfurnished,Mid Rise,yes,5.86,9.3,05-06-2026,Family,2.5
721,Lake View Residency 26,KORAMANGALA,1bhk,12877.4,649.8,Unfurnished,Ground Floor,Yes,0.34,6.2,29-08-2026,any,1.7
722,Comfort Villa 49,hsr layout,3bhk,-1000,1136.4,UNFURNISHED,High Rise,NO,3.54,1.7,15-08-2026,BACHELOR,2.7
723,Lake View Residency 51,JP NAGAR,1BHK,14784.34,1236.4,semi-furnished,High Rise,NO,9.1,8.9,01-10-2026,bachelor,3.4
724,Sunshine Residency 63,btm layout,2 BHK,17100.51,1160.6,Unfurnished,low rise,YES,1.35,4.1,07-Mar-27,Any,4.6
725,Green Park Apartments 97,Whitefield,2bhk,22668.7,795.8,Semi-Furnished,Mid Rise,NO,2.58,1.5,30-03-2027,any,3.3
726,Metro View 40,WHITEFIELD,2 BHK,17958.16,1825.5,Furnished,Mid Rise,YES,3.91,6.1,06-02-2026,family,
727,City Homes 22,Marathahalli,2BHK,28679.89,998.9,FURNISHED,Mid Rise,NO,3.18,4.6,05-07-2025,Family,3.9
728,Budget Homes 1,JP Nagar,3bhk,34941.11,2536.8,Furnished,Ground Floor,YES,1.18,9.3,10-05-2027,Bachelor,7.8
729,Sunshine Residency 78,Indiranagar,1bhk,12613.56,2813.6,unfurnished,Ground Floor,NO,7.91,3.6,15-Nov-25,BACHELOR,1.8
730,Urban Heights 62,hsr layout,3BHK,24454.01,2015.4,Furnished,GROUND FLOOR,Yes,1.47,3.6,27-04-2027,family,3.9
731,Sunshine Residency 10,Koramangala,2 BHK,20697.41,2169.3,FURNISHED,Ground Floor,Yes,3.86,3.5,07-10-2026,BACHELOR,3
732,Elite Apartments 60,WHITEFIELD,4 BHK,47273.33,2347.4,Semi-Furnished,ground floor,yes,9.34,1.9,05-01-2025,Family,2.1
733,Budget Homes 24,HSR Layout,3bhk,34175.19,1526,unfurnished,High Rise,NO,3.93,3.3,18-01-2026,BACHELOR,2.6
734,Green Park Apartments 89,indiranagar,2BHK,24828.86,99999,FURNISHED,Mid Rise,no,7.8,1.4,15-08-2026,family,3.6
735,Comfort Villa 70,  electronic city  ,2BHK,32597.01,2901.6,unfurnished,Mid Rise,Yes,3.04,7.5,21-09-2026,Any,3.8
736,Lake View Residency 87,Electronic City,4 BHK,,1152.1,semi-furnished,Mid Rise,YES,2.74 km,5,28-04-2025,family,2.6
737,Royal Residency 99,KORAMANGALA,1bhk,18696.46,99999,Furnished,HIGH RISE,yes,5.13,,07-07-2026,bachelor,4.6
738,Royal Residency 17,Marathahalli,2BHK,18406.64,1420.1,unfurnished,low rise,yes,4.15,1.7,03-05-2025,BACHELOR,1.5
739,Budget Homes 52,indiranagar,4 BHK,55931.54,1287.4,Furnished,HIGH RISE,YES,5.88,4,02-03-2025,family,1.5
740,Budget Homes 28,  Electronic City  ,3bhk,34495.53,1707.6,UNFURNISHED,HIGH RISE,No,3.43,1.4,24-02-2026,BACHELOR,3.5
741,Royal Residency 37,KORAMANGALA,4 BHK,48764,0,semi-furnished,Low Rise,NO,5.66,8.7,02-Nov-26,any,2.3
742,Royal Residency 93,jayanagar,1bhk,16881.87,2650.7,FURNISHED,HIGH RISE,No,6.22,9.9,15-03-2025,FAMILY,1.4
743,Sunshine Residency 92,  KORAMANGALA  ,2BHK,20131.11,903.3,Semi-Furnished,High Rise,YES,6.93,9.4,12-05-2027,Bachelor,4.9
744,Sunshine Residency 4,KORAMANGALA,2 BHK,24683.43,2565.8,unfurnished,High Rise,YES,6.6,6.9,01-07-2025,family,1.3
745,Sunshine Residency 34,  WHITEFIELD  ,1BHK,14770.51,1918.6,UNFURNISHED,Ground Floor,Yes,0.95,6.6,23-03-2026,any,3.7
746,Green Park Apartments 18,hsr layout,3bhk,40782.63,723,UNFURNISHED,ground floor,YES,0.43,6.3,10-07-2026,family,2.1
747,City Homes 51,Marathahalli,1 BHK,14379.94,616.7,UNFURNISHED,Low Rise,no,4.23,6.1,27-08-2025,BACHELOR,4.3
748,Metro View 48,indiranagar,2BHK,21525.37,788,semi-furnished,Ground Floor,Yes,7.92,8.6,11-10-2025,FAMILY,3.7
749,Lake View Residency 15,HSR Layout,3 BHK,30176.81,518.2,furnished,low rise,Yes,8.37,7.3,20-Jul-25,family,4.3
750,Urban Heights 29,Jayanagar,3bhk,33132.69,2018.7,Furnished,low rise,NO,,1.4,13-Feb-27,Bachelor,2.6
751,Comfort Villa 58,JP NAGAR,3bhk,43365.16,980.2,Furnished,Low Rise,No,1.35,1.1,23-Jul-26,BACHELOR,1.4
752,Metro View 68,Indiranagar,1BHK,11338.62,549.8,Furnished,ground floor,no,8.61,3,17-11-2025,Bachelor,4.6
753,Metro View 75,Koramangala,2BHK,24964.48,610.6,UNFURNISHED,HIGH RISE,Yes,1.63,7.5,18-07-2025,BACHELOR,1.7
754,Elite Apartments 39,electronic city,1 BHK,12888.07,1246,semi-furnished,ground floor,YES,7.49,9.7,24-01-2026,bachelor,3.3
755,Elite Apartments 70,Jayanagar,2bhk,20813.58,2752,unfurnished,Mid Rise,YES,5.26,4.8,09-09-2025,bachelor,
756,City Homes 27,Indiranagar,1bhk,,946.2,UNFURNISHED,Mid Rise,No,8.55,7.3,11-07-2026,FAMILY,1.2
757,Budget Homes 16,Whitefield,1BHK,14705.08,2626.4,Unfurnished,ground floor,No,1.15,2.9,03-07-2025,BACHELOR,2.4
758,Lake View Residency 71,Jayanagar,1BHK,16717.28,1646,unfurnished,ground floor,No,4.05,3.7,20-11-2025,Family,2.3
759,Sunshine Residency 88,Hebbal,1 BHK,16264.63,0,semi-furnished,ground floor,No,3.42,2.5,13-03-2025,bachelor,2
760,Comfort Villa 91,Whitefield,3bhk,31874.71,1869.7,FURNISHED,Ground Floor,yes,5.72,7.2,13-02-2026,Any,4.6
761,Sunshine Residency 14,electronic city,2BHK,25080.63,774.4,unfurnished,HIGH RISE,YES,9.05,8.7,16-05-2025,any,2.6
762,Metro View 9,btm layout,3 BHK,27580.49,2639.6,furnished,HIGH RISE,no,9.76,2.1,11-02-2027,Bachelor,1.5
763,Urban Heights 19,KORAMANGALA,1 BHK,15590.78,1040,furnished,ground floor,YES,6.86,5.6,13-03-2026,FAMILY,4.7
764,City Homes 44,Electronic City,3bhk,31789.58,1143.9,furnished,ground floor,NO,2.92,3.8,07-11-2025,family,4.6
765,Green Park Apartments 14,jayanagar,4 BHK,52688.94,1934.5,Unfurnished,HIGH RISE,YES,3.72,5.3,22-02-2026,any,3.4
766,Sunshine Residency 94,Jayanagar,3BHK,31353.81,99999,semi-furnished,low rise,NO,4.67,6.9,31-01-2025,BACHELOR,3.5
767,Sunshine Residency 64,electronic city,1 BHK,12632.71,950.3,furnished,low rise,yes,9.93,1.5,29-04-2026,Any,
768,Sunshine Residency 95,HSR Layout,2bhk,15593.78,805.7,Unfurnished,HIGH RISE,YES,7.01,3.7,19-06-2027,FAMILY,4.9
769,Lake View Residency 44,JP Nagar,1 BHK,14630.22,1635.3,semi-furnished,ground floor,NO,2.96,8,26-05-2025,any,4.3
770,Urban Heights 75,Indiranagar,2BHK,29272.83,684.1,Semi-Furnished,low rise,yes,6.59,5,05-04-2025,Family,1.1
771,Metro View 63,btm layout,2BHK,32956.36,0,Semi-Furnished,Ground Floor,yes,2.16,9.9,08-Jan-27,BACHELOR,2.1
772,Royal Residency 9,Marathahalli,2 BHK,17344.29,771.5,UNFURNISHED,Ground Floor,YES,2.08,3.7,06-Apr-26,BACHELOR,2.9
773,Metro View 56,jayanagar,2bhk,29365.4,2261.9,FURNISHED,ground floor,no,1.97,1.8,20-03-2026,bachelor,1.5
